comentario;sentimento
worth for money;1
super;1
good one;1
4 star 2020 bee rating nice deal at 61k free nstallation done within 24 hrs and connection pipes provided at no charge take 20 mins to heat up to full tank maintains temperature for appx 10 12 hrs electrical top 3 pin plug to be purchased separately prior to installation;1
good;1
nice product heating water quickly and also fast delivery by flipkarti am giving 4 star because this product not contains connection pipeotherwise i would give 5 star;1
ok good product;1
good;1
nice product;1
very good ;1
geyser is good;1
the products is very good but the installation person dipok is not suitable for bajaj ;1
nice one;1
the product is looking beautifuland fitted easily at bathroominstallation facility provide by companythe hot water is stored in the machine maximum up to 8 hrs the water is hot within 10 to 15 minutes overall the product is very goodpeople can try this product;1
very good product;1
very nice product;1
it is very good product ;1
must purchase loving it;1
good quality;1
its very good;1
excellent productfully satisfied;1
used the product only for 2 days but really happy with the overall experience till now received the product within 4 days and the installation also was done by bajaj technician on the same day product is good heats up the water pretty fast in 23 mins;1
wonderful service of bazaz im very happy;1
i got this at 4500 worth it;1
very good product thank u flipkart for best price;1
nice excellent ;1
best in items only flipkart;1
nice product;1
good product;1
very nice;1
you must buy;1
superb product;1
first one i have replaced but now from lask week ok;1
going well;1
look good also price is good;1
very nice product;1
nice and timely installation;1
best in price you have to pay for pipe and 3 pin plugfor free installation you have to call bajaj;1
ask for fitting pipes from installation perso for free because its mentioned on the outer box of geyser they will try their best to deny for that;1
useful;1
satisfied;1
good product;1
good like it as it works good;1
nice product;1
awesome;1
thanks for flipkart;1
i like it very much;1
quality is good;1
good quality product;1
nice product fast hot water and value for money dt worry frnds if u buy online this product so dt think and u trust my reviews;1
nice experience as of now;1
the geyser is very good but takes some time to warm water at hottest temperature20 mins approx for steaming hot water;1
thank you;1
must buy nice heating perfectly no issues yet ;1
service for the product is quite good;1
value for money good service by bajaj good product i am happy with bajaj;1
good product installation is very fast and very polite behavior;1
excellent product im certified this productand technician is best and his service is excellent;1
very good product;1
its amazing;1
good product;1
fantastic purchase very good built quality it heats very fast i am totally satisfied about this product;1
i am happy with fast delivery service but installation service has been provided its more than 48 hours;1
osm;1
its enough for 2 people only and heating time more than 30minover all its good;1
nice one;1
good product;1
received good quality product and good delivery service but not yet installed i will give the functional details after installation;1
good product installation is very fast still no problem faced;1
excellent but installation wont came i made by outers;1
 just go for it well packed nice delivery well deliveryman behavior product is awesome flipkart thanks ;1
good or product;1
good qualitie;1
good product;1
very oosam;1
very good products;1
good heater;1
good product ;1
i am giving 10 out of 10 in this price along with installion its amazingtrust of bajaj is also here;1
it is a good product;1
nice;1
very impressive;1
nice and budget friendly 1520 minutes to heat water;1
im gifted my mom mom is very happy this product delivery boy is very good good behavior delivery boy very helpful delivery boy thanks flipkart everyone flipkart members;1
delivery man was nice guy but installation process is very slow;1
superb product;1
excellent quality;1
nice product;1
nice heats in 10 minutes;1
quality is very goodits take 10 minutes to got full hot water;1
good person good products;1
good product;1
good product;1
good product;1
well;1
nic one;1
good;1
its really awesome ;1
product is good but flipkart has not kept their promising free installation as was mentioned in the offer valid till 30th nov even toll free call promised to look into the matter but till date no response as such installed own;1
product was good waiting for installation;1
very good;1
it is nice i got a superb performance after using it well i liked it;1
very nice;1
very beautiful;1
very nice quality;1
better than instant heater go for it ;1
good;1
thanks alot bt acha hai;1
cheap and best;1
products is very nice ;1
awsome product;1
good;1
good;1
nice;1
good;1
 asome product thank flipkart;1
great product by bajaj;1
good product;1
nice;1
takes around 40 minutes complete heating;1
good product value for money;1
good;1
working fine installation timely;1
product was really awesome but installment man is so rude but thankyou flipkart for giving such a amazing product;1
fantastic;1
good;1
awesome;1
nice product no issues at all installation in next 2 days and worry free product;1
the product is working fine;1
very nice product;1
awesome;1
nice product;1
nice product of bajajthanks for flipkart;1
nice;1
its a good one the only problem is you have to install it by yourself;1
product is good and value for money;1
nice product;1
superb geyser its wonderful gadget of ;1
excellent heating capability water heating up within few minutes;1
very good;1
heating fast customer support is good i have ordered it for my village home good design;1
best product at this price;1
nice heating and low power consumption;1
awesome gyser in this price happy after using 1 month;1
very good;1
good;1
nice product;1
value for money and heating also good l more like it design;1
very good thanks;1
very effective;1
good quality;1
very good;1
nice product quick installation;1
very good product;1
flipkart need to send the multifunctional valve since it was not installed due to leakage apart from that all is good;1
excellent product;1
must buying;1
excellent;1
very nice product 10 minut mein hot very useful;1
i am satisfied as its working fine and also the free installation with equipments is the attractive feature;1
nice;1
excellent productbut have to give inout pipes and 3pin plug;1
good product;1
flipkart is a great lier;1
good product no problems till now been using this for 2 weeks nowpipes and plug does not come with product but installation guys brings the pipe which is free of cost but you may have to pay if it doesnt fit also you have to buy 16amp plug yourself;1
very nice;1
very good product;1
excellent choice 5 out of 5 from my side recommended product go for it;1
nice product;1
good;1
very nice productwater once heated remain warm upto 5 hours if heated at maximum temperature you can easily bath in 10 l bucket hot water mixed with chilled 20 l water bucketgood deal of 5700 inr finding really good for family of 8;1
good;1
best geyser nd fast delivery and installation ty flipkart;1
super flipkart thanks;1
very nice product and very fast delivery very imperasive product with free installation ;1
best geyser in this price range;1
works well for 2 people heats up in about 10 minutes serves the purpose;1
good;1
very good;1
nice and i m satisfy with this product but giving 4 star only because it takes longer time to heat water;1
good productbut three pin top should be provided with the top;1
very good product installation and pipes free just bring in a 3 pin plug top and ur good to go;1
amazing productthanks flipkart;1
very good productgo for it but install it by some mechanic known to you;1
it good quick heating of water in few minutes;1
good;1
good;1
good;1
good;1
good deal;1
good product and hot water for four persons with in 10mins;1
very nice product with good service of bajaj and no cost on installation of the product ;1
excellent;1
great product;1
good;1
nice product it serve you hot water in just 15 mins;1
it s awesomefast delivery;1
value for money;1
very good product thank you flipkart;1
nice product;1
nice product;1
its very nice;1
very good thanks;1
loved it;1
v good;1
i like it installation is free but charging 350 for pipes;1
good product;1
very good geyser the water heating time also goodl really like this product very much thanks flipkart;1
good product heating time less heat water remain long timebajaj vs crompton i suggest go fir bajaj it is good go for it;1
awesome lovelyvery much fast heating;1
superb;1
super;1
three pin top not provide;1
good product;1
excellent;1
its nice ;1
very good in performance ;1
i love it;1
very good service by flipkart;1
good;1
good to use in 45 family memberswater pressure and hotness is excellent;1
good product ;1
good;1
nice product on this range work very well ;1
woww such a nice geyser dont think too much and jst go for it i loved it vry much;1
size long and not attractive design and shape so over all 60 good product;1
very nice geyser heats very quickly and it is completely silent geyser;1
satisfactory;1
nice product;1
till now working good low time of heating;1
nice;1
good;1
very good;1
thank you flipkart for fast delivery in bangalore next day after booking i really appreciate your team for the service that you all are providing during this tough time i am not happy with your customer service support team after delivery when i called them for installation they said that your product doesnt require installation when i asked him how can i use this product without installation then he asked me to follow instructions and start using as a valuable customer plus m;1
good product by timely delivery of flipkartinstallation took 6 days time but pureit sent a very humble and knowledgeable person for installation and pureit executive was continuously ensuring the installation by taking feedbackthanks team flipkart and pureit for delivery and installation of good quality product at affordable price;1
good quality product delivered by flipkart i have ordered it via flipkart within 3 days the product was delivered the very next day it was installed a big thumbs up to flipkart team hul pure it team if you dont have an electric connection then you will have to install it separately pureit guy wont do it if you dont have water connection no need to worry pureit guy will do it as done in my casethe product hardly take 10 15 mins to fill it 10l storagewill definitely recomm;1
the water purifier is working perfectly with out any issues we have been using for the past 2 months everything is good so far many users complained about the water leakage fortunately i havent found any leaks with this purifier the built quality is superb if you are looking for a reliable and a good tds 135 can easily choose this model without any second thought;1
i am given the review after 6 months of usage this product water purifier filters will change every 6 months once or 3k liter usage that called germ kill kit the filter value is 5k this one not covered in warranty best products available in market compare with this my humble request dont go this product;1
very less water waste as compare to others ro easy process some sound during process but not loud pre filter included good looking with huge capay of 10 litre taste of water is good like mineral water bought from flipkart within 24hr delivered and installed by purit team by same day good service of pureit teamthank you flipkart hul pureit;1
awesome product in best price available installation and demo done properly all work done so systematically and need not to book any call or any follow up for installation related work prefilter or external sediment filter already there in kit next day delivery and very next day installation overall a best and worthy buygo for it;1
nice product and good installation by pureit no leakage problem currently and water wastage is less than others taste of water after purification doesnt change much like market water but taste is normalcapacity is fully 10 litre and its good for 56 family members free installation was done another day after delivery and very fastly i will definitely recommend to buy it;1
have been using since last 2 week and so far all looks good and as per expectations the flipkart service was prompt and the product got installed on the very 1st day although i had to purchase additional motor since the water pressure was not upto the required level pureit technician especially mr santosh was very helpful will give a complete review after using it for couple of months;1
thank you for genuine productfast delivery installation overall purifier is good and recommend for moderate usage and mid size of families giving feedback after using a week;1
best in the market water purifieri like the installation installation took 1 day timepureit sent a very humble and knowledgeable person for installation;1
yet to review the product as i have just got installed the product yesterday for the service so far i must say the pureit installation team did a very good job in scheduling and completing the job in a timely fashionmayur from the pureit team had come for installation and demo he was very knowledgeable and thorough;1
the installation guy was very polite and humble guided me everything about device and also tell how to use happy with the service provided thanks hul flipkart for an excellent experiencekk;1
delivered 1 day before of arrival day with proper care and installed on well within stipulated time ro is looking so attractive with ample amount of water tankbest suits for larger family membersthank you flipkart;1
while trying to find out the best purifier i found this pureit water purifier which at the same time saves water alsoi am totally satisfied with the product it has 10 litres water capacity which is sufficient for family of 5 members or above the installation guy was very polite and humble guided us everything about device and also tell how to use happy with the service provided thanks flipcart for the service provided;1
very good product worth money water purification is good as mentionedon time delivery and the very next day installation donegot the call from pure it service centre for installation on the same day after delivery;1
very good product really satisfied with the overall quality water wastage is actually quite low as compared to other purifiers one thing to note is that it brings the tds down by almost 90 so depending on the water quality one might have to get tds adjuster installed to get the right tds that was the case with me and it cost me an additional 650 everything else was in the box the technician was very professional as well satisfied;1
this product is pretty good for its price has 10 litres of storage capacity which is sufficient for family of 5 members or above;1
while trying to find out the best purifier i found this and best point of this purifier to save water while the process of purification is true and not the market gimmicki am totally satisfied with the productpros1 very less wastage of water one third when compared to other products2 very fast purification3 great storage for purified water4 comparatively silent operation5 got great looks;1
next day delivery and day after installation i did not make any calls for delivery of installation all taken care by flipkartpureit service person sandeep pune called up for timeslot and installed it within 30 min wall mount installation was clean and nicevery happy with flipkart and pureit serviceproduct experience yet to judge as of now it is functioning as expectedprefilter or sediment filter as well came in the box no additional material required to purchase;1
good quality product product timely delivery of flipkartinstallation book 6 days time but pureit hindustan lever sent a very humble knowledgeable person mrniku varma for installation and pureit executive was continuously answering the installation by taking the feedbackthanks team flipkart and pureit for delivery and installation good quality product at affordable price;1
using the product from last six months product installation was on timecoming to quality and day to day usage i feel purified water quality is good and adapted to it very quickly as it tastes good enough but faced acute water leakage problem from sediment filter right from the next day of installation and it took so much time for pureit technicians to fix it after so much of follow up hope i will like the product in long term;1
very good ro which has good water filter and the taste of water is goodthe best feature however is the presence of a tap which makes the tideous task of filling water bottles much easier and faster;1
affordable ro with good capacity but taste is averageinstallation is super quick and installation guys were very cooperative and professional;1
perfect at its best good quality and stylish less water wastage just go for it best design in the market low maintenance if the water tds level is low but still it is good;1
best water purifier in marketi like the installation installation took 1 day timepureit sent a very good and knowledgeable person for installation purifier;1
working fine water purifier looks classy and have enough storage water tastes good as well reviewing after 24hrs of use excellent service by pureit guy very humble and experiencedfrom bhubaneswar;1
thank you flipkartpureit sent a well knowledgeable staff for installing this product the person was humble and very good installation was done within 35 minutesthanks to pureit;1
good purifier with large capacitysaves a lot of water customer service is good;1
the delivery of the product was very good and the product is also goodthe service was excellent;1
the speed is as similar to normal ro and the claim of saving water i feel is not appropriate over all the product is nice but bulky it also has an external filter similar to that of old aquaguard products i would recommend this product to buy only if hardness of water in your area is above 400;1
very nice product go;1
installation done;1
very good product and water filtering and taste is simply superb;1
very expensive requires mentainance every 2 month like gkk sf memrane ;1
quick delivery and installation highly satisfied with service renderedafter 1 week of usageprice 55features 35water saving 55energy saving 55after long term usage i would come back and share my experience;1
installation person was good product also good thank u flipkart;1
delivery was quick same was the demo and installationnice job by flipkart pureit team;1
recommended onedamn goodelegant designgood purification;1
all are good but there is need to change design of this modeland very important installation should be fast;1
excellent water purifier in working and look also the taste of the water is very goodas we have hard water with tds above 1200 but it does its job very well installation service provided by pureit was also on time and with proper process no leakage of water from any wharehope the same service will continue in the future also when it need service;1
the spanner and tds meter should be provided doesn t matter by adding the costrest is good;1
nice product;1
very knowledgeable person from pureit and very helpful thanks flipkart and pureit very good product ;1
product and service are good installation was completed in second day this good product for borewell and municipality water lookwise also very good;1
suparb product nyc service;1
good;1
see some very minute particles only 90 percent clean;1
intallisan don;1
good installation from flipkart i like it;1
good;1
value of money;1
good product;1
very quick installation;1
a budget water purifier which has very less water wastage easy to use and service is excellent ;1
hi i am happy to this product ;1
very good service really satisfied with that keep it up pureit team thanks;1
amazing performancesatisfied with the product;1
good water purifier service or good i am happy ;1
good product;1
excellent;1
nice;1
the product is nice its value for money and the water is good taste this item suitable for middle classes;1
thanks to flipkart for ontime delivery also the installation was done very nicely ;1
satisfied;1
its good;1
nice product;1
good;1
water quality is very good;1
well satisfied with delivery and installation;1
good quality and good for health;1
good working pure water with pureit max;1
very good service and the installation guy is very sweet and knowledgable;1
excellent;1
water taste super;1
person coming for installation of purifier was very humble and good and also he told us about the purifier in brief during installation;1
good;1
good institution;1
its very nice and i love their service installation executive are very kind and politei love it i rate it 5 out of 5;1
water very testy batter then other love it;1
installation done;1
a valuable product ;1
delivery and installation was smooth the installation guy was very helpful and he has good knowledge thank you to delivery guy;1
nice person with good knowledge and ability;1
easy installation friendly support nice look;1
on time delivery good installation and demo experience;1
good;1
product is good and executive helped us to use the product easily;1
v nice;1
good product;1
nice product loved it;1
good taste less wastage of water good performance;1
its been 3 or 2 months since i purchased this product and this product will give you great quality water the only thing i hate about this product is that it make a lots of noise when the tank is being refilled but all and all its 910 product;1
very good service and instalation alsoi am very happy for product and service also;1
instt done very perfectly by techand value for money;1
good product taste is good;1
good value for money;1
excellent installation i am really happy thank you flipkart for the service;1
good;1
easy installation very very satisfied thank you pure it;1
awesome product;1
excellent;1
delivery and installation service is very fast and product finishing is also goodproduct of quality i will share after use 1 or 2 later;1
must buy;1
excellent product installation services was pretty well;1
very good product and installation process is very goodthe installation was perfectly done by the pureit representative he was very calm and perfectly did everything really happy with the service thank you;1
good product quality also installation has done before alloted time good installation and techician support;1
very nice product;1
very good and installation done very quickly and technician was very polite and efficient;1
great product at best priceon time deliverynext day installation by nice technician;1
first installation in proper time;1
very good product thanks flip kart;1
good product;1
its a good producti am satisfied for that productthanks a lot to flipkart and pure it;1
excellent;1
installation was good explained properly;1
installation just done installation is very goodnice purifer installation person is very humble;1
the product is good;1
thank you;1
awesome sarvice;1
good installation by pureit expert;1
product is good and value for money installation is on time installation engineer is also good and showed polite attitude and perfectly installed the product;1
good;1
very good;1
installation completed very nice product;1
ordered on 4th oct delivered on 5th 7am got installation call at 11am and the full free installation was done by 530pmprofessional well mannered installation all the instructions were explained properlyproduct review will be done in a few days;1
good;1
nice one;1
thanks for best product by flipkart and fast service installation by hul pureit team;1
the person who has done the installation was good and well at the installation thanks for the help for hemant;1
best;1
best product at this price;1
very nice product ;1
service was prompt and quick service person is good and install very quickly informed me about the product;1
very good device and service;1
super quality;1
good service from pure it technician also works good;1
good product very good installation;1
delivered in time and installed within 4 hourswriting this review to motivate technicianwill write detailed review after using;1
nice;1
good;1
good product;1
excellent go for it;1
installation donetechnician came in flood condition well behaviorgood installation very helpful technician;1
better feel;1
good;1
excellent product we have been using it since 1 month no issues faced so far;1
its awesome you can go for it;1
using it for last 2 month and happy with working feature;1
good purchase;1
installation done good job;1
best ro;1
fast and on time delivery very good installation servicesthank full guy;1
nice;1
nice product;1
nice;1
great installation done;1
hard working man done his job perfectly;1
nice one;1
good product;1
quick delivery and on time instalation;1
nice product with this range thank you flipkart for faster delivery also installation will be done on same day;1
service of d person who installed is very good 5 star from my side;1
very good;1
good quality;1
good quality product;1
installation done on time and hassle free thanks to technician overall price offered by flipkart is awesome best purchase;1
its very good filter;1
good;1
good devicefamily is happy though installation guy was stubborn on many points;1
good;1
excellentoutstanding service;1
nice product its save more water for 10 litres purification its just wasted 4 litters water;1
best filterand good service;1
water is very tasty;1
instolation is good;1
overall product is very good and taste is also very good purification process is good would be good if we had a manual tds controller;1
installation was done really good by pureit person;1
delivery was quick and installation was superb the person was professional and did not charge anythingbest service if possible would rate another 10stars rating for installation services;1
excellent installation workand supporting staff;1
good to use;1
very good installation i am very happy with the guy;1
good;1
good product;1
good product;1
nice and fast installation;1
thank you;1
product is really good its running perfectly till now atleast there delay of 2 days during installation and so my reson of giving one less star overall everything was perfect from delivery to installation;1
excellent product fast delivery and installed on time thank you flipkart and pureit team;1
nice;1
got installed within two days installation person was polite and professional with proper knowledge of product over all product is good at this price point;1
nice;1
its good for around 10 litres it throws around 17 to 20 litres which is less compared to others overall good experience and tds also very less;1
nice;1
nice;1
fantastic product and very satisfieddelivery relatedi ordered this product on 18 october nightit got delivered on 20th october afternoon i am really happy about the fast delivery by flipkart the outside package of the product is extraordinary delivery boy kept product inside our homei opened the package and the product was brand new without any scratches the product was 100 percent same as image shown by flipkartinstallation1 installation person called me on 20 th october m;1
thanks to flipkart for better price and good product;1
very good product i love it thank you flipkart;1
really tasty water when connected to municipal water but connected to bore water water is clean but can feel its a bore water after processed by filter really liked 10l compact tin;1
delivery on time quick installation;1
excellent product excellent technical support service;1
installation of my ro is perfectly done thank you flipkart;1
installation done perfectly by professionals and i was being assisted till now with each of my queries;1
installation done within 24hrs of delivery;1
thanks flipkart for delivered in timeinstallation done after 3 days of deliveryworking fine as of nowmechanic was good and cooperative;1
installation done 24 hours;1
good quality worth for money;1
the installation from pureit was smooth and helpful;1
not satisfied with installation took too many days to schedule installation product wise happy to have purchased this using pure it purifier from more than 10 years;1
this product is very useful to save water capacity of water;1
good qulity and good service;1
excellent product and installation on time by ajay basak good experience with pure it go for it it will not disappoint you ;1
good product and installation was hassle free and quite good installation was done quickly;1
really nice product installation done smoothlywater taste is greatdeliverd on time as well;1
product is too good;1
given very nice service before 24 hrs installation done;1
good product i live in chennai changed my residence to different are bmtge wateer taste was keep on changing my previous pureit ro middle variant was failing to deliver the best taste so decided to buy this product its better giving good taste than pure it ro im not saying abt higher end according to me this gives best taste if the water is soft but in chennai not all the areas have soft water most of the places its hard water may be because of beach even though i;1
product is very good and pure ro quality water and uv filter in this and ro uf tds control uv in tank and product service is fast thank you;1
im very much happy with this productall features were there in this product what are required for considered to be a good water purifier it is havingnoise too low water taste is also goodim giving this review after using it for 15 dayspretty satisfied with this product at this cost highly recommendedfor all electronics and appliances flipkart is best installation done before the actual due datebest product with in this rangehope kent service will be good for the upcom;1
very fast delivery by delhivery courier quick installation good quality product at a good price range sediment pre filter and cover should be given with this product after charging some extra moneytaste of water is not as good as other models but i think it will be solved after setting tds controller by technician;1
absolutely good product in this price range first i was thinking of eureka forbes but after some suggestions i went for kent and trust me it is way better than aquaguard installation was also done as promised by flipkart within 24hours;1
one of the finest product from kent had a good delivery experience as wellthe installation was quick n effectiveworking good after 2 months of installationi purchased it for family of 4 and its very sufficient considering the filter pace;1
its a very good purifier and thanks to flipkart for having a special product for us and this product is not available outside of flipkart i request every one who is ordering this product to include pre purifier which starts from 300 to 700rs in the cart and place the order toghter to avoid paying 1400rs or 1500rs for getting that purepurifier from service guy once again its a good product you can go for it and i got it for 107 with cred discount and additional sbi discount;1
nice product nice installation service the guy was very humble and knowledge nice support;1
i purchased this kent ace plus in big billion days offerafter 2 months im giving my review its working very good on time delivery and installed in same day tds level was setup under 50 but i increased ro tds level up to 150 for healthy and good mineral water kent is a trusted brand so you can go for itthanks;1
superb machine i liked it a lot even the installation guy behaviour and service was superb overall i am satisfied;1
every one happy in home good water taste thanks to flipkart for great price nd great deals;1
very happy with kent service installation done next day you can fix tds of water as per your requirement purifier has standard look as it should be lets see how smoothly it works and to what extent;1
looks very nice good water quality package was well packedkent not providing sediment filter paid 1500 to get that installed it is like selling a mobile without charger;1
one of the best purifiers in budget segmentsimple functions and easy to handlebought it under 10k great one go for it;1
nice purifier works superior even in 550 tds taste is pretty well good and nice delivery and easier installation process im satisfied;1
i bought it 2 days ago and its installation by kent ro service within 1 day very good quality of water healthy for our body good product of kent as you know so i give it 5 star;1
great water purifier at this price got below 10k during diwali sale im happy with this purifier and its performance thank you flipkart for quick delivery and same day installation;1
i think better to review should be after 6 month will know how work kent ro system hence right now i have given average scorehope you it will be fine;1
using kent last 20 days and this product is very good good water storage capacity no sound less west water on time delivery and installed on my privilege date and time over all very good experience;1
using it since two weeks performance is an expected like any other ro machine i was using bluestar before this but i wasnt happy with the after sales service also the motor for it had gone bustmy main reason to switch to kent was due the wider availability of spares and availability of a lot of third party service guys additionally i like the feature of having a uv light inside the tank which hopefully means that even the stored water stays pure for longeri live in mumbai and the;1
excellent service from flipkartkent ace extra is a nice product best thing is it has 2 uv lights one inside the tank which activates after 4 hours of idling boring water tds came from 550 to 60 water tastes really good installation was next day after delivery that was the best unexpected part thank you flipkart;1
smooth and easy installation installation person was polite and helpful did his work well so far our experience has been satisfactory;1
fast delivery with quick services and installation thank u flipkart for this lovely product and at the most reasonable price ;1
installation engineer are cooperative in nature handle each and every process in a systematic way and with demo and filter ratio and all the stuff discussed with us im really very happy and satisfied with the service of the installation engineer and as well the area manager tanveer is also supported well im very much happy with the kent ro teamthanks for making the life of the customer easy and simple bcos you guys are working sencerialythanks allot guys once again and i be;1
one thing you have to consider when you buy a home appliance like this is the service the company provides live pure is the best when it comes to quality and service but its also freakishly expensive and goes way out of budget for many of us the next best option in my opinion is kent water purification is great service provided by the company is good the technicians are are well trained like everyone said you will have to keep a 1000 bucks ready when they come for the installation bec;1
prompt service from flipkart and kent got a call from kent on the same day of delivery installation was completed on the same day i am deducting one star only because the prefilter doesn t come included in the package you will have to purchase it from the technician in my case the tds level is around 800 so had to install the prefilter other than that everything is great about the purifier;1
as usual kent is best with smooth installation process however the product description is false there is usual wastage of water with an outlet i paid extra to avoid water wastage not sure why they have mentioned this rest all good;1
nice product installation and delivery was on timeall fascility with in the tank uv led not visiblewarks for 30 min in 3 hrsother wise excellent;1
just purchased the product excellent service for installation and kent mechanic was superb and efficient in his skills but i would like to ask flipkart that please while giving specifications add this that after purchase of product from kent we need to buy the water guard separately this may create chaos later with customers and kent service providers;1
water taste is good and installation was on timeno uv light found in tank tds adjuster is inside chamber box to adjust tds levelsopen it nd do ti manually using screwdriverthis is some kind of extra work not that easy adjustablewhen in flow is low auto power mode offs nd ons for few minsbuy pre filter along with this they r not providing within box to get it while servicing they charge 1500 along with dust cartridgeoverall a bit high priced for this quality;1
superb quality super fast service original product fast delivery thank you flipkart;1
awesome product very good service and the taste of the water is good and the main part the installation service of kent company there just mind blowing when i got delivered this product from flipkart they call me on the same day and and also install in the same day it is fully satisfied for me and best experience to purchase this product;1
good product at great price and the best part is the amc that comes with the purifier the installation happened the very next day the product was delivered;1
nice product well accurate size and good quality ;1
excellent product delivered on time installation was on the same day service is good friendly i would recommend it hands down;1
the product was delivered on sunday within 24 hours installation was auto scheduled for next morning before 4pm with agent s name and numberthe process was so smooth i was getting sms for every step and first time flipkart felt like online ordering experiencethe product is 100 real with superb service and with 100 satisfactionthanks to vishal kumar for super service;1
hi thanks flipkart for this type of good deal kent ro is a one of the best to in the market kent services are super and installation boy is very honoble and knowledge of work i think go for it;1
delivery as promised next day delivery on time thank you installation done on the next day and i have downloaded kent app and requested a service request for installationas if now its working really good tds was 450 before filtration after purification it got reduced to 45 by default however i have asked technician to set it to 65 its a good purifier and am happy with purchase;1
great product fully satisfied on time delivery by flipkart quick next day installation by kent technician only i have bought sedement filter for rs 1000 as advised by installation guy for better life of kent ros internal filters otherwise installation was free 12 hour n product was readh for use thank you kent n flipkart happy just go for it very useful n in budget;1
product is good i found everything perfect as it was installed today only ill again review after 12 months about the quality installation was done right the technician was quite knowledgeable though it took more than one hr to installed but the work was satisfactory;1
excellent product in all respect delivered the very next day also installations completed the very next day after its delivery staff were polite too very well worth buying you wont regret buying it enjoy the best and purest drinking water and stay healthy always;1
i have already used kent purifier in my hometown this is the second time we got a new kent machine installed in the new house and it is as usual very good we had more than 360 tds in water here but after kent purified it even in the very first cycle it remained only 18 the taste of the water that comes out is very good actually the best among all the purifiers i have had a chance to drink water from i will say go for it;1
easy to use water purifier installation was quickworking nicelypure like heaven waterlove itgreat deal great exchangeflipkart great place to get wonderful deals;1
just wow thank you so much flipkart for amazing delivery service which is 5 days faster then expected delivery amazing installation service just within 24 hoursamazing installation engineer with polite behaviour and perfect fitting as per our requirements;1
product looks great purification is right upto the mark great delivery speed from flipkart and an amazing next day installation from kent so thanks to all and its a big thumbs from my side;1
anil kumar dabar was kind and cooperative have good knowledge of installation good work done;1
it is best quality but pri filter must ade with this product your proper engineer did not visit for installation local man came for installation not properly giddings us please you have to work in this matter;1
good product timely delivered installations done on next day as per scheduled time installation engineer from kent was very good in nature and politeyou are required to raise installation request by kent app or customer care of kent for quick installation;1
nice water purifier kent is a trusted name and the service network is pretty good if the water quality near your area is bad you should get it 1 the purifier works just fine2 installation was fast and the personnel was professional3 working is quiet compared to some cheaper counterpartsoverall a nice product deserving 5 stars;1
good ro i m happy with the kent person who installed ro very politely and well informed all the features about ro service good kent keep it up;1
nice product i am using this product from one week and it is working good taste of water is also good tds adjustable as per taste delivered before the estimated date installation was so fast and fine;1
very good product it is everyone should buy this installation was little bit delay but its ok the guy was so humble and very helpful thank you flipkart and the installation guy ;1
nice product nice installation service the guy was very humble and knowledge nice support;1
awesome product water test is very good nice service by flipkart and kent with in 1 day i got the service for installation;1
kent is perfect and delivery very fast delivery boy is so humble and installation perfect the next date of purchasethank you kent and flipkart;1
wonderful and reliable really tasty and healthy waterthis is my second kent purifierone in vidisha and this one in bhopali love kent;1
very nice product it is a best model of kent ro for installation quick response by technician also install in same day of delivery i am really very glad of this product;1
kent given my kitchen healthy water as well as great lookthe water is very pure and tasty;1
very good product tds measured before installation was 1100 and after installation tds from kent purifier was only less than 60 water taste there is a little smell in the water may be because of the filter parts are newquality build quality is nice and 8l storage is good enough for 23 ppl family where there is a power shortage;1
good product value for money but when we are buying the purpose is healthy water so better go for the best version available;1
i am happy with this product thanks u flipkart;1
the purifier is comes with 4 filters in built the installation process is also good installation must get 5 star out of 5 starsthe extra pre filter you have to buy from the kent installation partner overally built qualitythe processthe quality of the water is very very good;1
working very good very fine quality water is giving this is the very good productpaisa vasool full;1
excellent product no doubt best in the market you get so many products in lesser price but they use cheap equipment to reduce the cost so water quality varies when it was tested the tds of tap water reduced from 665 to 57 what a world class product would recommend to go for this;1
since filter cost is high servicing cost more than machine so spending 5k each year on filter is not reasonable so kent shd think bit different from purifier company than providing 3 yr service free please reduce filter cost;1
very good product;1
nice water purifier;1
very good product worth buying;1
good worth buying;1
awsm product must buy;1
delivery and installation done in advance of the given schedule thank you flipkart for the quick response till date product is working fine regarding 3 year extended service i am not happy it would be great if it is total maintenance further feedback will be given after few days use;1
nice product but you have to also buy filter by installation person in rs 1000 bez filter not include in kent packaging and nice product and quality;1
product delivered on time installation done by kent engineer product is working well thanks to flipkart and kent india;1
water taste is good there was a faulty stopper inbuilt but not to worry technician replaced it with new one on the very next day of complaint prompt service from kent go for it;1
good producteasy and immediate installation from service no issue so for;1
 everything is awesome value for money go for it delivery was done in 2 days and installation done next day zero waste water is myth extra 1200 pay for additional sediments filter;1
