comentario;sentimento
very bad quality;-1
this is not comfort my 7 month babym size is actually size is small;-1
best in price taste enhancement is fabulous good looking design and very simple to operate convenient for senior citizens;1
the ball is very hardif you dont have football boost then dont buy it ;-1
price wise is a best product;0
bad quality;-1
from the packing to its smell all are premium and looks luxuriousthe aroma of this product is very nice and its smell is long lasting tooits makes me mesmerized;1
goood;1
awesome good quality;1
very very thin;-1
fabulous satisfiedpacking too good;1
bad made in chana ;-1
ultimate ;0
superb my wife is very happy;1
great product at very low price and quality is also excellent;1
air leacage problem;-1
very poor product quality is not good ;-1
good;1
stunning product and service ;1
delete button not working properly;-1
its has leakage problem bad experience;-1
the rice cooker is working fine but the we didnt receive the measuring cup which is mentioned while booking;0
brilliant product fully satisfied;1
as expected quality are not good after using this diaper rashes comesand leaking problem;-1
all toren mask;0
very small;0
its very fresh plant thank u flipkar;1
ok ok;0
not very goodjust okdabur is better than all;0
average product;0
it is best;1
bad product;-1
low quality;-1
bucket is ok but the cloth mops are of very low quality 2 cloth mops used in 1 month;0
good product at reasonable price;1
very poor qualityi bought first timeand it was very bad experience it starts leaking in one hour;-1
superv;1
ok ok;0
so sad this product;-1
wrost cycle;0
this football was a waste for me as it is very hard like a basket ballthis ball does not dip or gets any curl in it so please don not buy this football storm;-1
facing no issues even after 20 days of usage ideal for the family of 58 members good n instant heating in 5 min;1
very bad productno absorptionleaking started after 4 hours onlynot recommendedplease go for another option ;-1
good;1
good product i can use it directly in my phone but i cant use it directly in py pc ;1
used it for a month and now it doesnt rotate and waste of money didnt even come for 6months;-1
bad;-1
nice;1
bad quality;-1
only 50 assembly not hone assembly cycle mechanics assembly;0
nice product and received ontime delivery zero water wastage is a marketing strategy and even the kent engineer who comes for installation doesnt connect the pipe to the upper building tank when kent says zero water wastage then you should keep up the words;1
ok;0
not expected product dont buy;-1
waist product doesnt fullfill my expectation leakage problem starts very soonusage time 3 4 hours only;-1
very worst products my money waste products quality not nice one i very disappointed ;-1
very thin i am not happy with the quality of product;-1
lovely;1
best product;1
product is not upto the mark as having leakage issues only after 23 hours of use not satisfied with the product;-1
first time not satisfied with flipkart with this product no proper packaging of this product there is no seal on the product even any one can open mix anything to the bottle damaging image of brand itc;-1
ok;0
fit comfortable;1
good product;1
ok;0
product quality very poor;-1
not so good;-1
not good leakage problem;-1
very lasun;0
one bottle cork is not working;0
genuine product;0
good product and technician work is very good;1
product is nice but my bottle is changed ;0
waste of time waste of money;-1
below average stiching quality;0
value of money;1
cooler is averagefan speed is high which cause a little bit noise but youll get use to itcooling is ok depend on weather not water in the tankthe worst thing is no wheels;0
not easy to hold utensils with these;-1
good and one ordear;1
very nice;1
good;1
clouth is verry soft;0
blades of the grinder are not sharp enough to grind quickly even dhaniya or podina or wetmoist almonds i have not used juicer yet but iam not very hopeful the machine looks nice though;0
the day when i received and i tried riding it but chain got stuck and connection was removed while peddling this started from day 1 and it kept repeating from that day no mechanic is able to solve this permanently any mechanic can fix it for temporary;0
do not buy very damaged item;-1
dont buy this product;-1
worst product always goes for warm very disappointing even my return policy is expired please dont buy this product better go some good cookers ;1
nice;1
super product;1
nice product;1
posting this review after few months of usage its good for grinding rice but worst for grinding urad dhal leaves pulses when grinding urad dhal for even run it for 30 minutes tried adjusting scraper pad also no use i dont recommend this product for idly dosa batter grinding coconut scraper is good and easy i didnt get atta kneader thanks for viewing my review;1
comfortable but quality is not good broken in 1day;-1
not satisfied;-1
very good product;1
not work as shown;0
very very small;0
only 5 songs r there ;0
thanks;1
very bad not working;-1
1st time good quality2nd order very bad quality;-1
very third class diaper;-1
quality is good but size is not as expected;0
average;0
goodbut heating isu;0
super product tanq flipkart;1
?�bottle quality is ?�;0
average;0
size is smaller than expected;0
materials quality very poor tyre quality poor;-1
good look not a single damage thanks to secure packaging size is good as expected ample place for tv drawers ply back ply sheet very thin near to 3 mm only technician almost takes 130 hrs to assemble not so confident on product quality without usage but product seems value for money if remain in good shape for 5 years;1
not good;0
very poor product;-1
good;1
its awesome;1
grinding time is heating;0
varry bad product i see the review it wass good but it doesnt matter if the product is not good;0
its really cheap good;1
motor is heating fast;0
very nice quality;1
look good;1
used product and seal was tempered;0
good little bit noise;1
wery poor quality;-1
good;1
average;0
recently purchased after reading reviews but not satisfied its leaking very sooni highly recommend not to buy this diapers;-1
not that gud as expected;0
just awesome go for it;1
not upto the mark;0
4th day good germination;1
no good;-1
need some more length;0
bad product;-1
nice;1
waste money waste products;-1
ok;0
very useful product for cycling and biking and for face cover its very good item i love it;1
look;0
licked problem is always with this product;-1
average android phone;0
fan is good but getting noise on low speed;0
average;0
its really worth the money as this model has all features needed plus its only available thru online this particular model is not available is shops or frm dealers flipkart delivery was as scheduled and installation was on same day service man was good explained in detail thank u flipkart for ur excellent service i had ordered one more again n its the same with all positive features thank u flipkart anybody can just go for it without second thought;1
design is good but handwashing colour faded;0
okok;0
quality received is not good when compared with my last order layers are less;-1
ok not bad;1
very very bad;-1
bad product leakage is most common problem;-1
very good product ;0
size is small;0
low quality;-1
nice product but colour was black;0
this product is not good layer of this diaper very small and urine is leaking out after a 4 to 6 hours waste of money;-1
small size;0
waste;-1
ok;0
quality is not too good brightness is too low;-1
tan;0
average production;0
many diaper are kata phata by sidequality of products not well as exceptedcut nd torn by side;-1
not good;-1
only 6 hours storage full elastic is very poor;-1
average;0
very poor quality;-1
total wastage of money colour change become yellow;0
not bad;0
i m not satisfied for this product;-1
just ok;0
thanks;1
slightly bend;0
poor qualityleak in few minutes;-1
expecting some what better quality and also voice recorder is not good it was taking all noises so not good output from product;-1
good;1
good;1
not proper size;-1
almost goodbt outer plastic is not so hard;0
mini wallet;1
perfect gifting option;1
damage ball;-1
best products;1
very bad daiper side leakage problems;-1
fragrance is good but not long lastingstay only for half an hour;1
good;1
very poor quality;-1
very poor quality doesnt looks like original it is useful for 2 hours only;-1
very bad ball;-1
quality of bicycle is not good breaks are not working properly not expecting this type of quality from reputed brand like hercules;0
only single bowl dispatched;0
got punctured in just two weeks ;-1
very nice;1
very good quality;1
dont ever buy such a cheap diaper just not fitting and getting wet just for once utter waste its costly as well dont worth please do not buy ;-1
weast product;-1
nice product nice service;1
value for money good service by bajaj good product i am happy with bajaj;1
good product;1
very bad ptoduct;-1
worst product ever;-1
product is perfectonly exhaust pipe provide is little small;0
poor quality of products cost cutting at the name of silica gel diapers are not lasting for long duration;-1
product quality is not so nice but color and look is good;0
very good product very good service from livpure its better than other costly ro i am using canal waters to purification better clean water than package drinking water;1
ok;0
not a good quality at all;-1
ok;0
sent damaged product whole powder came out of seal quality check not done;-1
good;1
wonderful;1
its ok;0
very bad ;-1
ok ok;0
good style but inner bottom poor quality;0
not good;-1
its only 3 to 4 work after that it waslickeg problem ;-1
chooper;0
product is good but quantity is less;1
ony 3 hours after leking;-1
ok;0
its bucket spinner is not working at all in one month only;0
worst diaper leakage problem is more in this diaper and very tight fitting not comfortable for my baby waste of purchase totally hated;-1
dont buy any one;-1
quality productbest in sound qualitybest in bass qualitybest in designbest with price rangegood bye;0
product quality is very bad;-1
leaks in 2 hours liquid not distribute evenly;-1
superb product it has stringent multi step filtration system as addition it has alkalization system of water;1
ok ok;0
its been 8 months old and i get regular issue of chain loosening;0
good;1
wowww;0
supper fitting for me next time i order same size you send thankyou;1
recording system isnt available in this product and only 2 song available otherwise talking repeat n dancing system is work it fastest delivery;-1
prefect ok ;1
super ;1
nice washing machine good product thanks flipkart and haier company ;1
superb;1
its make a tasty roast ;0
the color of the material is not same as displayed too heavy for wall mounted;0
good ;1
very nice;1
best;1
rice coocked 1 hour;0
its ok;0
waste product and waste of money baby get more rashes on hip and upper part half of the diaper only full and its leak in 05 to 06 hrs i dont know how they designed fully disappointed with this diaper not recommended at all;-1
i think durability is the weak side for this flask overall good product;0
not up to mark;0
very good product recommended;1
leakage;-1
absolutely not gooddont recommended;-1
dood;0
good product;1
this actually smells just like oud and lasts long;1
i given 3 stras because its too good but small mistake;0
not nyc;-1
nice;0
nice prodect for youtube channel i love it nice flipcart prodect;1
worst quality not good;-1
not good;-1
average;0
voice repeat is not working properly;-1
size is very small as compared to 5to 6 year baby;0
overall good in this price range;1
this products 6 size is oversized worst experience;-1
not expected;-1
totally worth it;1
average quality got at 2300 without installation;0
it not very good but fair;0
very poor product;-1
product is goodbt plate size very small;0
not a bad productbut i expect moreanyway its okkksound quality is less;0
3rd class qualitytotal mony loss;-1
too small;-1
good;1
im expecting more on this product but disappoints me worst quality;-1
very bad not a good product;-1
good product ;1
very cheap quality waste of money so i pls evaru theekokandi;-1
it is a good one but wheels are a little problematic;0
for baby its good and make fun nd njoy with this to draw something or writing purpose but you cant delete one particular word you have to delete everything at once which they gaveone more thing after deleting it takes time to draw again something ;0
good quality in this price;1
very poor product;-1
very badleaking within 2 hours cant use it for overnight purposes;-1
lighting car is vera level;0
never buy this product i was using luvlap medium size diaper for my baby now i changed to bumtum large sizebut it is smaller than luvlap m size ridiculous;-1
value of product nice but lenth short;1
super nice;1
it is very hard when i am brought this football firstly i play my foot is pain;-1
good;0
good very nice product acha h;1
size too small;0
according to price product is good its not so hard as real wood although but you buy this because its fullfil your needs;1
oknot bad;0
m size are too small;-1
very soft;0
delivery boy is a good and his behaviour is also good and technical he is very strong;1
must try;1
awesome mindblowing;1
ok good;0
1 saal chalegarough and tough use engineer ho tosoft haiweightless superb;1
worst product dont buy cheap quality;-1
rod is very short and its plastic is also not nice;-1
nice but quality plastic quality doesnt match the price;0
superb product;1
product is so so;0
not very good quality but its ok;0
sling side part is made with metal and metal is pulled out;0
very bad useless product;-1
awesome;1
very much disappointed with the product this mistake was not expected from milton the quality of the handle is very much poor their is no strength in the handle you are taking more than half of the money of full set and then you provide a handle with so less strength and build quality very bad milton;-1
this is a good product i selected this since it is having metal arm but the problem is arm is not long as i expected and cannot withstand to the weight of samsung a20s cannot hold that weight but for my iphone 6s it is suitably fittinghope this review helps someone;0
some plates print was not proper;0
this mask is not 7 layers;0
great product at low price;0
after halfan hour use it was beoken;-1
okay;0
this product is not goodplease dont take it here;0
nice;1
it was ok for a price;0
satisfaction;1
good product;1
avg;0
looking good only after use ill be able to give a detailed review how goodbad these actually are;0
low quality tedy bear but ok ;-1
smart and intelligent google efforts towards human centric society love it;1
poor quality diaper;-1
utterly waste i suggest dont buy;-1
not as much good fair;0
a truely premium watch at this price pointdefinitely a value for moneyi got this for rs 389;1
bad diapers after using this my get infected go for pamper that is d best;-1
superb;1
not god as price;1
very bad very small;-1
poor quality;-1
size is small very light weight;0
helpfull;0
noise is coming;0
thik h not good;-1
writing review after a week feels good and quite impressive;1
good product;1
great fiting good quality;1
bad sadal;-1
good pant;1
bed product;0
bicycle was good but the installation guy u send did not do proper install of bicycle 1handlebars remove automatically 2front brakes fitted wrongly did not work 3seat does not fit properly;-1
nice products heat almost 4 hours varaikun iruku;1
review after 14 days mop not spin in water perfectly;0
ok;0
very nice;1
over all good for tv not for home home theater aspect;0
horrible no storage capacity;-1
diaper size is not great for baby of 7 kg in size m;-1
owsom;1
okay;0
ok ok products;0
amazing;1
good;1
good but disappointing about headphones jack;0
this item was below average;0
bra type;0
worst product;-1
small size;0
lg is good;1
nice;1
worst product lsize was leakage problem plz dnt buy any one;-1
they are good ;0
size is not proper according to size display;-1
size is too small;0
it is good product targeting budget range overall decent product no problem faced till date only cons is that its volume capacity;0
very small in size;0
good but price is high;0
it is good worth the money what we paid i tasted water from big brands like kent i found no much difference i ordered one more to my relatives i recommend it to others too;1
product is worthquality is greatand installation done fastly and the guy is really good and talentedthanx flipkart and jeeves;1
product is ok delivery is too late ;0
siund is ok ok;0
i have been using this laptop for last 1 months with external keyboard and mouse and i caught some issues which are 1 something the usb post dont work so i need to interchange the keyboard cable to other usb port and mouse to that usb port2 somethimes the wifi dont know work at all so i need to reboot the laptop this used to happen with my previous laptop also this wifi problemwait for next review;0
power bank;0
led light is very lowyou write in low light conditions dont buy this product;-1
fabulous product;1
waste of money;-1
looks good;1
ok;0
superb quality value for money;1
not bad;0
very bad;-1
good;1
okok;0
not bad;0
worst quality never buy;-1
not so much;0
dont buy cuddles is more better than this item because of low quality;-1
its good;1
not reached expectation;-1
khub valo noi;0
good product;1
very nice tds meter accurate information about water must buy;1
averagenot that goodgood for an music illiteratenot for music lovers;0
bucket starts leaking within 2days of use;0
nice but the cooking pot measured only 1 litre;0
right side is not working;0
very bad quality;-1
ok ;0
product is not make properly;-1
excellent product i like this product;1
 ;0
nice product but cost is more for this product quantity;0
good qualitylove it ;1
the quality of the product is very good but i m little bit disappointed with the delivery time i got my order after extension of delivery date;0
not so good or not so bad means ok;0
too bad dont perches this;-1
nice;1
not satisfied much just ok;0
takes 15 to 20 min to heat and after that again wait for 15 minnothing i can do after purchase;0
not good;-1
not ip 66;0
amazing;1
quality not up to the markdidnt liked it and no return product;-1
very hard;-1
feels like a basketball;-1
bass quality is not as expectedgud for laptops and mobilesnot recommended for tv;0
ok;0
it is very usefull and very comfortable for use for hosteler and also for those who lives in roomit consumes less electricityyou can make dal ricetea coffe maggi inshort everything which are liquid;1
light sponge small size width less ;-1
no blue line here;-1
is bad qlitey;-1
not a good producti use regularly for nit tim in my beby its not suit for my bebys skin literally dissapeared dont waste your money mommy poco pants best;-1
waste of money;-1
wrost product;-1
worst diaper ever dont buy it it is suitable for 2 to 3 hours only extremely disappointed;-1
product is good but delivery is very rude;0
price high;0
very good product but delivery and installation service very bad;0
fitted in my renault kwid the rearhead unit is sony 1150ugreat sound quality;1
average;0
super its heat water very fast;1
good product;1
maddhav gurjar boy;0
its good;1
cheap quality;0
its nrml blanket not mink;0
very good;1
good product good delivery flipkart;1
not worth the money paid average quality;-1
small size;0
broom is gudbut size is bit small so one has to make efforts to cleanthe floor surface;0
good;1
the product is waste;-1
for small purpose workable;0
broom detaches from handle and handle is not long;-1
i bought it because i wanted to support made in india but it needs to be built better sound is average;0
average not show good quality average;0
worst product every single piece is leaking;-1
its good product;1
bucket is not working very bad not happy for this;-1
its very amazing only 1 thing is problem that it takes 1012 min to get water hot rest its very great gyser;1
good but size small;0
product quality is good value for money;1
not goodafter 34hrs bumtum diaper likage baby toiletso waste my money;-1
excellent item;1
nice product but picture quality low;0
small size;0
nt gd product water lickege;-1
good for formal use and normal use;1
this kajal is very beautiful ;1
ok;0
very bad quality;-1
nice;0
good;1
very small in size;0
its not goodvery bed quality;-1
worst ball i used this ball for just 1 week and it punctured if you are willing to buy this ball buy a puncture glue along with it;-1
it was okay;0
ok;0
bad product it was leaking;-1
good productbut packing was vry poorrr;0
till now product is working well its approx a week or so i purchased it good according to its prize only con i can see is it doesnt have inbuilt fan which would help distribute heat all over the oven other wise cooked things r yummyier than before cheese spreads and melts very evenlyif u have low budget can definitely go with this without a doubt bt if u r a professional or u have used some other otg before then it would be not a good choicethis oven is especially for beginners ;0
good;1
i baught it second time but this time my baby irritating with ths diapers got rashes and eaching isnt know how but im very very disappointd;-1
very good product i am very happy thanku flipcart;1
good condition;1
nice;1
average ;0
nice product value of money;1
after calling many times to the customer care finally after 10 days the product got deliveredworst delivery service by flipkartthink twice before the promise delivery date by flipkart as they dont delivered on time;-1
nice product;1
average quality;0
it is good condition and package was good and good quality and awesome;1
performance i goodbut battery backup is not good;0
sound best but bass is low;0
good product aftersales service needs to be improved;0
average quality;0
very bad experience for this productrunning very tyte no use;-1
nice product nice delivery;1
battery 15 mint work only;-1
good product ;1
money west any one don t by this item;-1
i dont think it as a good idea buying this ball online because while playing we didnt feel like playing football moreover like basketball the manufacturing is same as that of basketball it is real hard which makes it lasting in hard grounds but i dont like this ball;-1
average product;0
beutiful nd quality material;0
wow its really d same as showing;1
poor quality;-1
thickness is more than expected;0
excellent;1
worst productvery low quality;-1
very bad;-1
wast of money;-1
cover is becoming yellow not transparent;0
ok but high amount and not extra colling in one hall;0
nonreturnable productbut product is okvalue of money;1
its totally waste of moneyplz dont buy anybody quality of product is very cheap and very lowits absorbation is 1 to 2 hour i recommend you guys plz dont boy;-1
nice but pipe is small;1
no choise;-1
broughtits okgood ford doughmost of the attachment are not of much daily usechops good but takes time to clean;0
ok;0
lovely product;1
third class productno return policyn third class filpcart also;-1
tube is busted;0
pen nib not availablequality not good;-1
poor quality will never buy it not even keep dry for 4 hours it only runs for 2 hours or 23 pee;-1
its ok cooling is normalin high temperature dont work wire length is short cross ventilation is must all over its ok in this price 8000 colour is good;0
best one;1
poor quality;-1
wonderful;1
its a good product;1
good one;1
simply good;1
worst experience ever seat gets dismantled and brakes not working very bad experience while installation the person always telling to fix everything from outside so why does the company provides such free installation stuffs if everything has to be fixed from outside i will recommend that pls dont buy this cycle or if you buy pls check properly and thoroughly after fixation otherwise you will face the same problem like me;-1
bad;-1
one air bud will be working  another doesnt work even after keeping aur buds closed inside case it be connected;0
trouser is very good but the t shirt is very cheap quality and the print is not so good;0
super good quality;1
not fulfill the product;-1
ok;0
size is small;0
vary nice;1
good product ;1
ok;0
small size;0
it is too short for window;0
print not available size is lately smallcolour did not matchwrost money;0
realiy happy thankz flipkart budget product butterfly rhino ;1
ok;0
normal qualitybetter to go for higher rate;0
good guality but size is small;1
pampers quality is not at all good and baby got rashes;-1
very very yummy pizza nd cake;1
good quality;1
good products value for money good brand and delivery man is very well;1
good item but only for warming the food no other use of this product door are often do open clearly the push button to open door are not good;1
average;0
leaked when my baby is active crawling time better go for mamypoko pants;-1
this is colour bad smell;-1
very bad quality do not go for it;-1
bad diaper i ever used my baby got rush and everytime i used its leak please dont buy if you love your child;-1
nice;1
ok;0
not comfortable no softness;-1
as shown as not good product very poor quality;-1
not much usefull in cleaning utensils only usefull in cleaning flat utensils like plates and dishes not cup or bowl type utensils;-1
expected more thick;0
bad quality;-1
seems worth it;1
genuine feedback cooler is not so cool but below average it can prevent only the hot air blown by nature during hot climate in summer u can get the air like rainy day nothing else;0
not soft and smooth as expected more more expensive than its quality;0
it is very good but if you dont know you should buy pump additional;0
quality v low;-1
bad product in one time use diaper getting filled totally useless;-1
its very good;1
very good very hot;1
i was using since long found cost effective but recently they are not shipping to my pincode very very disappointed;-1
diapers are very thin with less fluffy in nature than earlier bought diaper packswaste of money and quality less;-1
bad quality worst of money;-1
thin but ok;0
leder low quality very bad;-1
overall good but in high volume sound not that crisp;1
low quality;-1
nice but has water leaking issue;0
very worst product i had ever seen;-1
no quality very big size color also very bad;-1
very good;1
quality looks oksome black marking in one of the bottles otherwise the product is ok will update more after use;0
mst size;0
very good;1
super bro nice ;1
fan is of plastic material if it were of metal then it would excellent rest it is an average cooler nothing extraordinary;0
its ok ok;0
product is good but price is higher than the item but delivery awesome;0
power rileted issue please check before peking;1
product not bad but ribon are very short due to this i am not happy at all;0
most suggestive productfast and safely delivered working was good must buy;1
amazing product very long lasting product speed is very good too must buy;1
poor quality;-1
low quality;-1
the product is good if you prefer to hear songs but for making phone calls it is poor the mic is not good the other person in the call cant hear our voice clearly;0
dont buy friendswest of money the product quality is bad and also leading to rashes;-1
poor packing the tilt hinge is extremely tight will need to return if it does not become better and loose enough to tilt the handle up or down have put a little lubrication on the hinge the item should have been checked for correct opeartion prior to shipment;-1
excellent;1
good quality;1
quality not good;-1
worst product spring is too tight;-1
quality wise goodbut the measurements are little disappointment;0
one of the worst quality diapers we receivedworst quality;-1
good product;1
sound is good but the battery backup is not as expected;0
size fits;1
not bad;0
quality is not good totally disgusting;-1
varry bad product;-1
flaps are problem they turn down on their own like in a minute or two everything else is good;0
not more than expected;0
as it is shown as pictures;0
it cant hold heat for more than 8 hrs;0
not good;-1
average;0
baking not good;-1
very bad product i brought 2 packs of diaper before 2 months they kept good in quality so i ordered 2 morepacks but arrived product is very bad in quality all dipers are leaked worst of money;-1
recently i bought it and got it installed on my alto 800 lxi car even though these 2 sony speakers are 6 inch givescthe best clear sond and good bass effect toobetter use only sony music systemto better rich soundall the best;1
good but there is no display and okay;1
small size;0
we cant know whether its working or not how can we judge this these are only for our satisfaction;0
very poor quality not durable very poor stuff used;-1
not bad but some times we cannot delete the word its not working properly;-1
dont expect too much its just a track pant with side pockets;0
while using linux system getting only 20mbps speed ;0
super;1
worst product;-1
i dont like this product compared to miss and chief diaper like that flipcart product;-1
just ok;0
very worst product i dont recommend this product to others leakage problem;-1
very bad product leak issue;-1
nice ;1
5 hours to soak bad very product;-1
this product has oil leaking issue;0
good product;1
its ok product;0
just ok product not for very good its very worst product bcs my baby ku rases vandhuruchu its have itching pain my baby always crying;-1
good quality and easy to use;1
neck is too small;0
not bad;0
wasted only use 12 hours;-1
very worst quality;-1
very bed product;-1
thank you so much for your assistance in delivering within the promise time the product is as expected you have my gratitude flipkart;1
very hard;-1
leakage from diaper;-1
very good kazal and stays long;1
i like somemuch very nice i love flipkart;1
ok;0
its perfect definitely go for ir;1
not a good product maximum are defective;-1
nice product but price is high;0
good product and installation;1
i bought it for my father he totally loved the watch;1
good look is not good too small;0
happy okay;0
good;1
bad;-1
very bad quality waste of money ;-1
pretty good;1
the keyboard worked well for 5 months but then i had frequent problems with some keys this is unacceptable for the price paid whats the use of an aluminium body if you cant type;-1
use less very cheep quality;-1
light plastic and mop is not of good quality;-1
please dont buy this;-1
quality is very bad;-1
very smooth and good product;1
very poor ;-1
good;1
bad;-1
very small pan;0
it is good our service is good in one day;1
bad qty;-1
love the product got a timely delivery lovely installationproduct has an amazing finish i have stuck to a 4 over a 5 coz i wished it was a little taller in height though the description is absolutely correctbut super value for money;1
heavy weight not comfortable;-1
very bad not good for baby chip quility;-1
waoo;1
very low quality diaperdont waste your money;-1
very good product ;1
awesome product;1
not good product;-1
very bad;-1
its ok;0
hard soul;-1
bad quality;-1
average;0
looks good and awesome;1
digital sound calitey;0
normal product;0
waste ball;-1
it is a good quality products;1
brake broke in 2 days;-1
worst products;-1
its a good for me onethor i dont know;1
it is a very worst product please dont buy it also flipkart not respond to return nither refund;-1
great product from ifb tanq flipkart for giving such a great product with ifb delivery is good with a good packing and installation was done on next day by ifb service advisor totally satisfied;1
on time delivery but book was too small expected a little bigger one;0
bad product;-1
not bad its work very good and better conditions but always prestige is the best;1
nyz product thanks flipkart super bass;1
normal;0
the product is not good in quality;-1
worst product air leaks after 1 week;-1
its very very bad;-1
price is so high 455;0
bad price;-1
just ok;0
the product is very low quality;-1
not good ;-1
i dont like this diaper leakage problem;-1
ok;0
low quality;-1
genuine product;1
worst product;-1
just ok big sound;0
ok no high speed but ok;0
cloth was ok with this pricebut the blue colour of the neck is spreading to the t shirt;0
not use in home;0
the ball is very hard bad product;-1
supar thank you flipkart;1
i didnt use cycles because the back tire is air not hold so i am not use;-1
meet the expectations;0
good;1
not bad;0
average ?�?�;0
thanks filpkart nice products;1
not easy needs lot of patience to handle it;-1
bad quality ;-1
for demo the agent called multiple times and postponed the time and date surprise to see the demo is reflecting now cancelled in site not a good practice for agent side it would be great if flipkart can assign alternative agent for a demo thanks in advance;1
its super;1
my kid got rashes when used better to use mamypoko;-1
not very good but good;0
good product;1
awesome product;1
gpod;1
good quality;1
ok;0
looks like shoe is polishes with black paint not shoe polish faded after 2days of use;1
great product boiling time of 500 ml water just 1 minut;1
ok for that price but water is leakage is there;0
would have been given minus stars if possibleworst diaper everlot of leakage and spillageworst experience ever;-1
not working properly;0
except brakes all are okay especially front brake is too worst am purchased 5k it is worth full but quality is some disappointed and noice in while cycling in pedals;-1
doesnt look that much fancy but rest when it comes to work it super and never water drop from its windows;0
everything is ok but coolis veru low;0
full aesthetic baji ?�;0
very bed quality;-1
comparatively very small with other brandsneed to buy next size of your requirement;-1
good but not water proof in kitchen work;0
worst product;-1
1 light is damaged others are avg;0
good product;1
ok;0
v nice;1
good ro;1
nice;1
leaking problem not good;-1
good product;1
very cheap quality not recommended;-1
not comfortable;-1
quantity is very very lessmy morning glory;1
nice;1
customer not happy;-1
good product;1
water colour is not there;0
very very bad product when we use this product my baby suffer from heavy rash and bleed please dont buy this product;-1
nice product;1
every diaper leakage very bad quality;-1
worst diaper ever it does not have a bit of absorption quality dont buy this product;-1
very good product tds measured before installation was 1100 and after installation tds from kent purifier was only less than 60 water taste there is a little smell in the water may be because of the filter parts are newquality build quality is nice and 8l storage is good enough for 23 ppl family where there is a power shortage;1
quality k but not absorbing more thn 4 hours after 2 r 3 times leaks disappointed completely;-1
its bad;-1
the first time i bought this diaper in june 2022 it was a decent product which fulfilled its purpose now in the month of october 2022 i bought the same diaper brand and it is a disaster the amount of cotton in the diaper has reduced drastically and there is some wire like material which is making the diaper really rough this is one of the worst diaper brands the baby that wears this diaper will have a sensation of spiky wire tied around the bottom of the child it will be wonderful if;-1
average;0
ok;0
awesome super vooce;1
one glass30 ml diapers get leak easily;-1
so nice;1
good product;1
write speed is 40 mbps and read is 90 mbps;1
product not working properly;0
must buy thank you flipcart;1
bad qualitybaby rashes problem;-1
simply awesome product;1
not comfortable very bed;-1
good one;1
this diaper is not goid;-1
very very bad quality wet outside within 2hours and fitting also not comfortable no return policyi suggest not to buy;-1
good product ;1
very good product;1
poor quality;-1
very poor quality product and packing was pathetic;-1
it half as big as shown in the photo;-1
nice one;1
good;1
too good;1
i realy like it;1
not bad;0
ok;0
product is good but it littlebit dameged i think it transit damege;0
very small;-1
nice jet black;1
nice;1
delivery is good thanks to flipcart but installation;1
on off button not that;-1
product is ok;0
go for it no doubt;-1
all seeds mentioned were there nice packing and labelbing of seeds will post photos plants in future;1
dont purchase this item very thin very bad product;-1
number and letters are not glowing only 3 rgb light expetion not match mouse is nice but keyboard not satisfying;-1
one month old;0
all lights are not working;0
size small and quality is not good;0
leaking;-1
size is small and the cotton used inside the teddy is too smallso the teddy looks like thin;0
good products;1
straps looks like very old but gives prestigious formal lookbetter if the strap was fully black colorpremium qualityi bought only rs583 so i am very satisfied this purchase;1
very bad leakage problem in 2 hours;-1
long lasting;0
slim and comfortablelove it;1
the product not longlast;0
average;0
ok;0
old seed;0
i used this product more than twice it was excellent quality but very worse product got me recently dont cheat your customers especially the regular customers highly disappointed wont buy ever ;-1
very nice product;1
hi good evening actually product is tooooooo good look wise but when we cooking rice it is charred every time;0
nice quality;1
size too small;0
the best seeds all are germinatedfelt very happy thanks to aero seeds;1
its for long hours i mean 7 hours it will be leaking;-1
overall not so bad;0
totally useless product it is not even observed for 2 hours;-1
ok;0
ok product if you like electric cooker then go for it rice gets wasted at the bottom if you put the plate or not;0
installation could have been betteras its not tight enough;0
very worst diaperits leaked in earlier;-1
not in a good proportionate shape;-1
product is really good and nice but i have one problem like there are three speed settings buttons or 2 it is alternate closing and starts;0
bad quality product very bad;-1
waste of money;-1
ofter one week all parts are brokenand break full damaged ;-1
best product;1
totally bad product water came out all diaper do not purchase any one this is my recommendation;-1
awesome;1
dont buy this cycle 2 months ago i have purchased this cycle and in these 2 months i had to visit repairing shop for many times worst cycle;-1
nice flask but near top of the flask heat is sensed;1
it does the job ;0
nice;1
sticker print are not good;-1
ok;0
my unit is a little bit tilted;0
not bad;0
it leaks not good;-1
poor quality;-1
cotton of diapers shrink and collect one place and thats why its leaking;-1
not bad;0
product is ok;0
i dont like;-1
worst;-1
one of the worst brand ever leakage leakage and only leakage;-1
useful for industry;1
sound quality is good base is nicebluetooth doesnt connect automatically you need to manually connect everytimeremote doesnt work properly you will get irritate with remote;0
worked for 5 months and got burned inside this is the second one happening;0
very bad diaper dont bye it always gets leak;-1
it is good productits battery is better for another fonebut it front camera is low;0
avarage;0
crazy deal at this price rangego for it guys;-1
not bad;0
average item;0
its waight is high;-1
loved it ;1
working well satisfied product;1
everything is ok but cotton is very less but i will not return i take cotton from market in back jip is given that is best ;0
nice flipkart;1
after one week not working;0
battery issue;0
great product delivery was good as well as installation quality is also good overall nice product worth the price;1
stylish fully alloy best quality material with 21 shimano gear but no home service for assembling flipkart only provide options for time of assembly no mechanical team contactedoverall good one thanks glipkart;0
